OID_,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_t,parent_sta
,1126, ,General Urquiza, ,-34.624681784600000,-58.409617468699999,0, ,1,0
,1127, ,Boedo, ,-34.625545058500002,-58.416628092499998,0, ,1,0
,1128, ,La Plata, ,-34.626836228099997,-58.425610810599999,0, ,1,0
,1129, ,José María Moreno, ,-34.628084339399997,-58.434297815000001,0, ,1,0
,1130, ,Emilio Mitre, ,-34.631632139099999,-58.442524820599999,0, ,1,0
,1131, ,Medalla Milagrosa, ,-34.636250121800003,-58.450398445200001,0, ,1,0
,1132, ,Varela, ,-34.639566964300002,-58.457848280500002,0, ,1,0
,1133, ,Plaza de los Virreyes, ,-34.642770031900000,-58.461445122999997,0, ,1,0
,1134, ,Hospitales, ,-34.641752739700003,-58.412673175300000,0, ,1,0
,1135, ,Parque Patricios, ,-34.638460262599999,-58.406328409899999,0, ,1,0
,1136, ,Caseros, ,-34.635265854600000,-58.399158865200000,0, ,1,0
,1137, ,Inclán, ,-34.629351188800001,-58.400986790700003,0, ,1,0
,1138, ,Humberto 1, ,-34.623116366700003,-58.402322201099999,0, ,1,0
,1139, ,Venezuela, ,-34.615227118500002,-58.404758647199998,0, ,1,0
,1140, ,Once, ,-34.609147664299996,-58.406046777999997,0, ,1,0
,1141, ,Corrientes, ,-34.603923811400001,-58.405317217099999,0, ,1,0
,1142, ,Intendente Saguier, ,-34.643258552299997,-58.461524902900003,0, ,1,0
,1143, ,Balbastro, ,-34.649265520299998,-58.455640019400001,0, ,1,0
,1144, ,Mariano Acosta, ,-34.654438435199999,-58.456492782100000,0, ,1,0
,1145, ,Somellera, ,-34.656449351500001,-58.453907455699998,0, ,1,0
,1146, ,Ana María Janer, ,-34.659486340000001,-58.450007979100000,0, ,1,0
,1147, ,Ntra. Sra. de Fátima, ,-34.660447642199998,-58.448783417599998,0, ,1,0
,1148, ,Fernández de la Cruz, ,-34.662234999299997,-58.446598242999997,0, ,1,0
,1149, ,Presidente Illia, ,-34.665176579099999,-58.448533126299999,0, ,1,0
,1150, ,Parque de la Ciudad, ,-34.669865267299997,-58.455109152299997,0, ,1,0
,1151, ,Cecilia Grierson, ,-34.672189283999998,-58.457543347900000,0, ,1,0
,1152, ,Escalada, ,-34.674558787800002,-58.460167171700000,0, ,1,0
,1153, ,Pola, ,-34.678110629599999,-58.464412206399999,0, ,1,0
,1154, ,Ana Díaz, ,-34.680577977799999,-58.466877924800002,0, ,1,0
,1155, ,Centro Cívico, ,-34.683539244599999,-58.465152180399997,0, ,1,0
,1100, ,Lavalle, ,-34.601776224300004,-58.378115594400001,0, ,1,0
,1101, ,General San Martín, ,-34.594872221199999,-58.377256616799997,0, ,1,0
,1102, ,Retiro, ,-34.591873756200002,-58.374748081000000,0, ,1,0
,1103, ,Congreso de Tucumán, ,-34.555987572399999,-58.462078124300000,0, ,1,0
,1104, ,Juramento, ,-34.562410402099999,-58.456280529499999,0, ,1,0
,1105, ,José Hernández, ,-34.566267592300001,-58.451968878499997,0, ,1,0
,1106, ,Olleros, ,-34.570246506099998,-58.444336652700002,0, ,1,0
,1107, ,Ministro Carranza, ,-34.575205802200003,-58.434726297799997,0, ,1,0
,1108, ,Palermo, ,-34.578413560900003,-58.425869643600002,0, ,1,0
,1109, ,Plaza Italia, ,-34.581660946100001,-58.420978635600001,0, ,1,0
,1110, ,Scalabrini Ortiz, ,-34.585185336300000,-58.415824770900002,0, ,1,0
